"zcta5","cbsa","cbsaname","zipname","pop2k","afact"
"ZIP Census Tabulation Area","cbsa","CBSA Name","zipname","Total Pop, 2000 census","zcta5 to cbsa alloc factor"
"62410"," "," ","ALLENDALE",1094,1 
"62411"," "," ","ALTAMONT",25,0.006 
"62411","20820","Effingham, IL","ALTAMONT",4160,0.994 
"62413"," "," ","ANNAPOLIS",441,1 
"62414"," "," ","BEECHER CITY",792,0.483 
"62414","20820","Effingham, IL","BEECHER CITY",847,0.517 
"62417"," "," ","BRIDGEPORT",3390,1 
"62418"," "," ","BROWNSTOWN",2024,1 
"62419"," "," ","CALHOUN",417,1 
"62420"," "," ","CASEY",4454,0.894 
"62420","16660","Charleston-Mattoon, IL","CASEY",529,0.106 
"62421"," "," ","CLAREMONT",861,1 
"62422"," "," ","COWDEN",1173,1 
"62423"," "," ","DENNISON",738,1 
"62424"," "," ","DIETERICH",55,0.027 
"62424","20820","Effingham, IL","DIETERICH",2014,0.973 
"62425"," "," ","DUNDAS",716,1 
"62426"," "," ","LACLEDE",461,0.388 
"62426","20820","Effingham, IL","LACLEDE",726,0.612 
"62427"," "," ","FLAT ROCK",1904,1 
"62428"," "," ","HAZEL DELL",2,0.001 
"62428","16660","Charleston-Mattoon, IL","HAZEL DELL",3185,0.999 
"62431"," "," ","HERRICK",1287,1 
"62432"," "," ","HIDALGO",575,1 
"62433"," "," ","HUTSONVILLE",1057,1 
"62434"," "," ","INGRAHAM",540,1 
"62436"," "," ","JEWETT",147,0.257 
"62436","16660","Charleston-Mattoon, IL","JEWETT",425,0.743 
"62438"," "," ","LAKEWOOD",404,1 
"62439"," "," ","LAWRENCEVILLE",8019,1 
"62440","16660","Charleston-Mattoon, IL","LERNA",1445,1 
"62441"," "," ","MARSHALL",7435,1 
"62442"," "," ","MARTINSVILLE",2574,1 
"62443"," "," ","MASON",112,0.077 
"62443","20820","Effingham, IL","MASON",1346,0.923 
"62444"," "," ","MODE",339,1 
"62445"," "," ","MONTROSE",228,0.202 
"62445","16660","Charleston-Mattoon, IL","MONTROSE",571,0.507 
"62445","20820","Effingham, IL","MONTROSE",328,0.291 
"62446"," "," ","MOUNT ERIE",450,1 
"62447"," "," ","NEOGA",568,0.154 
"62447","16660","Charleston-Mattoon, IL","NEOGA",3116,0.846 
"62448"," "," ","NEWTON",6063,1 
"62449"," "," ","OBLONG",3212,1 
"62450"," "," ","OLNEY",11900,1 
"62451"," "," ","PALESTINE",2234,1 
"62452"," "," ","PARKERSBURG",405,1 
"62454"," "," ","ROBINSON",11732,1 
"62458"," "," ","SAINT ELMO",2154,0.964 
"62458","20820","Effingham, IL","SAINT ELMO",81,0.036 
"62459"," "," ","SAINTE MARIE",261,1 
"62460"," "," ","SAINT FRANCISVIL",1188,1 
"62461"," "," ","SHUMWAY",51,0.064 
"62461","20820","Effingham, IL","SHUMWAY",742,0.936 
"62462"," "," ","SIGEL",767,0.634 
"62462","16660","Charleston-Mattoon, IL","SIGEL",443,0.366 
"62463"," "," ","STEWARDSON",1420,1 
"62465"," "," ","STRASBURG",970,1 
"62466"," "," ","SUMNER",2577,1 
"62467"," "," ","TEUTOPOLIS",104,0.028 
"62467","16660","Charleston-Mattoon, IL","TEUTOPOLIS",93,0.025 
"62467","20820","Effingham, IL","TEUTOPOLIS",3467,0.946 
"62468","16660","Charleston-Mattoon, IL","TOLEDO",2468,1 
"62469","16660","Charleston-Mattoon, IL","TRILLA",322,1 
"62471"," "," ","VANDALIA",10206,1 
"62473","20820","Effingham, IL","WATSON",1481,1 
"62474"," "," ","WESTFIELD",825,0.893 
"62474","16660","Charleston-Mattoon, IL","WESTFIELD",99,0.107 
"62475"," "," ","WEST LIBERTY",416,1 
"62476"," "," ","WEST SALEM",1937,1 
"62477"," "," ","WEST UNION",1131,1 
"62478"," "," ","WEST YORK",414,1 
"62479"," "," ","WHEELER",781,0.989 
"62479","20820","Effingham, IL","WHEELER",9,0.011 
"62480"," "," ","WILLOW HILL",880,1 
"62481"," "," ","YALE",439,1 
"62501","19500","Decatur, IL","NEWBURG",1566,1 
"62510"," "," ","ASSUMPTION",271,0.149 
"62510","45380","Taylorville, IL","ASSUMPTION",1548,0.851 
"62511","41180","St. Louis, MO-IL","ATWATER",176,1 
"62512"," "," ","BEASON",14,0.025 
"62512","30660","Lincoln, IL","BEASON",538,0.975 
"62513","19500","Decatur, IL","BLUE MOUND",1536,0.861 
"62513","45380","Taylorville, IL","BLUE MOUND",249,0.139 
"62514","19500","Decatur, IL","BOODY",340,1 
"62515","44100","Springfield, IL","BUFFALO HART",1010,1 
"62517","45380","Taylorville, IL","BULPITT",225,1 
"62518","30660","Lincoln, IL","CHESTNUT",468,1 
"62519","30660","Lincoln, IL","CORNLAND",85,1 
"62520","44100","Springfield, IL","DAWSON",1451,1 
"62521","19500","Decatur, IL","DECATUR",37281,1 
"62522","19500","Decatur, IL","DECATUR",18458,1 
"62523","19500","Decatur, IL","DECATUR",879,1 
"62526","19500","Decatur, IL","BEARSDALE",36440,1 
"62530","44100","Springfield, IL","CIMIC",1561,1 
"62531","45380","Taylorville, IL","EDINBURG",1955,1 
"62532","19500","Decatur, IL","ELWIN",53,1 
"62533"," "," ","THOMASVILLE",1105,1 
"62534"," "," ","BRUNSWICK",1213,1 
"62535","19500","Decatur, IL","FORSYTH",2572,1 
"62536","44100","Springfield, IL","GLENARM",942,1 
"62537","19500","Decatur, IL","HARRISTOWN",144,1 
"62538"," "," ","HARVEL",311,0.744 
"62538","45380","Taylorville, IL","HARVEL",107,0.256 
"62539","19500","Decatur, IL","ILLIOPOLIS",72,0.053 
"62539","44100","Springfield, IL","ILLIOPOLIS",1295,0.947 
"62540","45380","Taylorville, IL","KINCAID",1392,1 
"62541","30660","Lincoln, IL","LAKE FORK",33,1 
"62543","19500","Decatur, IL","LATHAM",55,0.101 
"62543","30660","Lincoln, IL","LATHAM",490,0.899 
"62544","19500","Decatur, IL","MACON",1714,1 
"62545","44100","Springfield, IL","BOLIVIA",712,0.751 
"62545","45380","Taylorville, IL","BOLIVIA",236,0.249 
"62546"," "," ","MORRISONVILLE",64,0.036 
"62546","45380","Taylorville, IL","MORRISONVILLE",1691,0.964 
"62547","19500","Decatur, IL","MOUNT AUBURN",31,0.04 
"62547","45380","Taylorville, IL","MOUNT AUBURN",753,0.96 
"62548","30660","Lincoln, IL","MOUNT PULASKI",2395,0.999 
"62548","44100","Springfield, IL","MOUNT PULASKI",2,0.001 
"62549","19500","Decatur, IL","HERVEY CITY",5740,1 
"62550"," "," ","RADFORD",2545,0.862 
"62550","45380","Taylorville, IL","RADFORD",406,0.138 
"62551","19500","Decatur, IL","NIANTIC",867,1 
"62552","19500","Decatur, IL","CASNER",1063,1 
"62553"," "," ","OCONEE",501,1 
"62554","19500","Decatur, IL","OREANA",1710,1 
"62555","45380","Taylorville, IL","OWANECO",613,1 
"62556","45380","Taylorville, IL","CLARKSDALE",418,1 
"62557"," "," ","DUNKEL",615,0.08 
"62557","45380","Taylorville, IL","DUNKEL",7086,0.92 
"62558"," "," ","SICILY",37,0.01 
"62558","44100","Springfield, IL","SICILY",3357,0.942 
"62558","45380","Taylorville, IL","SICILY",170,0.048 
"62560"," "," ","RAYMOND",1405,1 
"62561","44100","Springfield, IL","SPAULDING",4750,1 
"62563","44100","Springfield, IL","BERRY",4819,0.99 
"62563","45380","Taylorville, IL","BERRY",49,0.01 
"62565"," "," ","CLARKSBURG",7659,1 
"62567","45380","Taylorville, IL","STONINGTON",1227,1 
"62568","45380","Taylorville, IL","HEWITTSVILLE",16328,1 
"62570","45380","Taylorville, IL","TOVEY",516,1 
"62571"," "," ","DOLLVILLE",1481,1 
"62572"," "," ","WAGGONER",393,0.86 
"62572","41180","St. Louis, MO-IL","WAGGONER",64,0.14 
"62573","19500","Decatur, IL","HEMAN",1614,1 
"62601","27300","Jacksonville, IL","ORLEANS",512,1 
"62610","27300","Jacksonville, IL","ALSEY",224,1 
"62611"," "," ","ARENZVILLE",928,0.79 
"62611","27300","Jacksonville, IL","ARENZVILLE",247,0.21 
"62612"," "," ","NEWMANSVILLE",1598,0.805 
"62612","27300","Jacksonville, IL","NEWMANSVILLE",385,0.194 
"62612","44100","Springfield, IL","NEWMANSVILLE",3,0.002 
"62613","30660","Lincoln, IL","FANCY PRAIRIE",38,0.011 
"62613","44100","Springfield, IL","FANCY PRAIRIE",3390,0.989 
"62615","44100","Springfield, IL","AUBURN",5424,1 
"62617"," "," ","LYNCHBURG",792,1 
"62618"," "," ","BEARDSTOWN",7578,1 
"62621","27300","Jacksonville, IL","EXETER",1219,1 
"62624"," "," ","BADER",624,1 
"62625","44100","Springfield, IL","CANTRALL",853,1 
"62626","41180","St. Louis, MO-IL","COMER",8566,1 
"62627"," "," ","PANTHER CREEK",1157,1 
"62628","27300","Jacksonville, IL","CHAPIN",1033,1 
"62629","44100","Springfield, IL","CHATHAM",9543,1 
"62630"," "," ","HAGAMAN",7,0.011 
"62630","41180","St. Louis, MO-IL","HAGAMAN",603,0.989 
"62631","27300","Jacksonville, IL","CONCORD",269,1 
"62633"," "," ","BIGGS",722,1 
"62634","30660","Lincoln, IL","BROADWELL",964,1 
"62635","30660","Lincoln, IL","EMDEN",651,1 
"62638","27300","Jacksonville, IL","CLEMENTS",1374,0.983 
"62638","41180","St. Louis, MO-IL","CLEMENTS",24,0.017 
"62639"," "," ","FREDERICK",341,1 
"62640"," "," ","MCVEY",7,0.002 
"62640","41180","St. Louis, MO-IL","MCVEY",3692,0.998 
"62642","44100","Springfield, IL","HUBLY",1607,1 
"62643","30660","Lincoln, IL","HARTSBURG",442,1 
"62644"," "," ","ECKARD",5623,0.974 
"62644","15900","Canton, IL","ECKARD",150,0.026 
"62649","41180","St. Louis, MO-IL","HETTICK",554,1 
"62650","27300","Jacksonville, IL","ARCADIA",27581,1 
"62655"," "," ","KILBOURNE",622,1 
"62656","30660","Lincoln, IL","LINCOLN",20703,1 
"62661","44100","Springfield, IL","LOAMI",1294,1 
"62663","27300","Jacksonville, IL","MANCHESTER",340,1 
"62664"," "," ","LUTHER",3338,1 
"62665","27300","Jacksonville, IL","NAPLES",1675,1 
"62666","30660","Lincoln, IL","MIDDLETOWN",643,0.924 
"62666","44100","Springfield, IL","MIDDLETOWN",53,0.076 
"62667","27300","Jacksonville, IL","MODESTO",35,0.059 
"62667","41180","St. Louis, MO-IL","MODESTO",563,0.941 
"62668","27300","Jacksonville, IL","NORTONVILLE",1584,1 
"62670","27300","Jacksonville, IL","BATES",14,0.005 
"62670","44100","Springfield, IL","BATES",2711,0.995 
"62671"," "," ","NEW HOLLAND",18,0.024 
"62671","30660","Lincoln, IL","NEW HOLLAND",743,0.976 
"62672","41180","St. Louis, MO-IL","NILWOOD",296,1 
"62673"," "," ","OAKFORD",87,0.14 
"62673","44100","Springfield, IL","OAKFORD",533,0.86 
"62674","41180","St. Louis, MO-IL","BARR",1541,1 
"62675","44100","Springfield, IL","ATTERBURY",5949,1 
"62677","44100","Springfield, IL","FARMINGDALE",2501,1 
"62681"," "," ","LAYTON",5089,1 
"62682"," "," ","ALLEN",622,0.603 
"62682","30660","Lincoln, IL","ALLEN",409,0.397 
"62684","44100","Springfield, IL","BARCLAY",3739,1 
"62685","41180","St. Louis, MO-IL","ROYAL LAKES",2213,1 
"62686","41180","St. Louis, MO-IL","SOUTH STANDARD",158,1 
"62688","44100","Springfield, IL","TALLULA",944,1 
"62689","44100","Springfield, IL","THAYER",538,1 
"62690"," "," ","VIRDEN",47,0.011 
"62690","41180","St. Louis, MO-IL","VIRDEN",3829,0.921 
"62690","44100","Springfield, IL","VIRDEN",281,0.068 
"62691"," "," ","LITTLE INDIAN",2550,1 
"62692","27300","Jacksonville, IL","WAVERLY",1793,0.851 
"62692","44100","Springfield, IL","WAVERLY",314,0.149 
"62693","30660","Lincoln, IL","WILLIAMSVILLE",82,0.048 
"62693","44100","Springfield, IL","WILLIAMSVILLE",1630,0.952 
"62694","27300","Jacksonville, IL","GLASGOW",3281,1 
"62695","27300","Jacksonville, IL","WOODSON",433,1 
"62701","44100","Springfield, IL","SPRINGFIELD",1122,1 
"62702","44100","Springfield, IL","GRANDVIEW",39437,1 
"62703","44100","Springfield, IL","SOUTHERN VIEW",31211,1 
"62704","44100","Springfield, IL","JEROME",41264,1 
"62707","44100","Springfield, IL","ANDREW",27197,1 
"62801"," "," ","CENTRALIA",551,0.023 
"62801","16460","Centralia, IL","CENTRALIA",17139,0.71 
"62801","34500","Mount Vernon, IL","CENTRALIA",520,0.022 
"62801","41180","St. Louis, MO-IL","CENTRALIA",5931,0.246 
"62803"," "," ","HOYLETON",956,1 
"62806"," "," ","ALBION",3433,1 
"62807","16460","Centralia, IL","ALMA",904,1 
"62808"," "," ","ASHLEY",1242,0.83 
"62808","34500","Mount Vernon, IL","ASHLEY",254,0.17 
"62809"," "," ","BARNHILL",239,1 
"62810"," "," ","BELLE RIVE",5,0.005 
"62810","34500","Mount Vernon, IL","BELLE RIVE",1000,0.995 
"62811"," "," ","BELLMONT",377,1 
"62812"," "," ","BENTON",11349,1 
"62814"," "," ","BLUFORD",229,0.107 
"62814","34500","Mount Vernon, IL","BLUFORD",1905,0.893 
"62815"," "," ","BONE GAP",440,1 
"62816","34500","Mount Vernon, IL","BONNIE",1320,1 
"62817","34500","Mount Vernon, IL","BROUGHTON",610,1 
"62818"," "," ","BROWNS",345,1 
"62819"," "," ","BUCKNER",470,1 
"62820"," "," ","BURNT PRAIRIE",207,1 
"62821"," "," ","CARMI",8049,1 
"62822"," "," ","CHRISTOPHER",2972,1 
"62823"," "," ","CISNE",1677,1 
"62824"," "," ","CLAY CITY",1920,1 
"62825"," "," ","COELLO",216,1 
"62827"," "," ","CROSSVILLE",1171,1 
"62828"," "," ","DAHLGREN",19,0.012 
"62828","34500","Mount Vernon, IL","DAHLGREN",1519,0.988 
"62829","34500","Mount Vernon, IL","DALE",157,1 
"62830","34500","Mount Vernon, IL","DIX",1460,1 
"62831"," "," ","DU BOIS",695,1 
"62832"," "," ","DU QUOIN",9591,0.991 
"62832","16060","Carbondale-Marion, IL","DU QUOIN",86,0.009 
"62833"," "," ","ELLERY",376,1 
"62835"," "," ","ENFIELD",1284,0.957 
"62835","34500","Mount Vernon, IL","ENFIELD",58,0.043 
"62836"," "," ","EWING",763,0.947 
"62836","34500","Mount Vernon, IL","EWING",43,0.053 
"62837"," "," ","FAIRFIELD",9072,1 
"62838"," "," ","FARINA",1473,0.977 
"62838","16460","Centralia, IL","FARINA",26,0.017 
"62838","20820","Effingham, IL","FARINA",8,0.005 
"62839"," "," ","FLORA",6834,1 
"62842"," "," ","GEFF",840,1 
"62843"," "," ","GOLDEN GATE",116,1 
"62844"," "," ","GRAYVILLE",2238,1 
"62846","34500","Mount Vernon, IL","INA",2724,1 
"62848"," "," ","IRVINGTON",753,1 
"62849","16460","Centralia, IL","IUKA",2195,1 
"62850"," "," ","JOHNSONVILLE",579,1 
"62851"," "," ","KEENES",351,0.891 
"62851","34500","Mount Vernon, IL","KEENES",43,0.109 
"62852"," "," ","KEENSBURG",240,1 
"62853","16460","Centralia, IL","KELL",945,1 
"62854","16460","Centralia, IL","KINMUNDY",1858,1 
"62857"," "," ","LOOGOOTEE",68,1 
"62858"," "," ","BIBLE GROVE",3211,0.993 
"62858","20820","Effingham, IL","BIBLE GROVE",24,0.007 
"62859","34500","Mount Vernon, IL","MC LEANSBORO",5630,1 
"62860"," "," ","MACEDONIA",390,0.646 
"62860","34500","Mount Vernon, IL","MACEDONIA",214,0.354 
"62861"," "," ","MAUNIE",182,1 
"62862"," "," ","MILL SHOALS",432,1 
"62863"," "," ","MOUNT CARMEL",10933,1 
"62864","34500","Mount Vernon, IL","MOUNT VERNON",24929,1 
"62865"," "," ","MULKEYTOWN",1879,1 
"62867"," "," ","NEW HAVEN",621,1 
"62868"," "," ","NOBLE",1941,1 
"62869"," "," ","NORRIS CITY",2530,0.995 
"62869","25380","Harrisburg, IL Micropolitan Statistical","NORRIS CITY",12,0.005 
"62870","16460","Centralia, IL","ODIN",2132,1 
"62871"," "," ","OMAHA",734,1 
"62872","34500","Mount Vernon, IL","OPDYKE",1327,1 
"62874"," "," ","ORIENT",74,1 
"62875"," "," ","PATOKA",206,0.168 
"62875","16460","Centralia, IL","PATOKA",1022,0.832 
"62876"," "," ","RADOM",330,1 
"62877"," "," ","RICHVIEW",561,0.915 
"62877","34500","Mount Vernon, IL","RICHVIEW",52,0.085 
"62878"," "," ","RINARD",463,1 
"62879"," "," ","SAILOR SPRINGS",120,1 
"62880"," "," ","SAINT PETER",723,1 
"62881","16460","Centralia, IL","SALEM",11767,1 
"62882","16460","Centralia, IL","SANDOVAL",2606,0.987 
"62882","41180","St. Louis, MO-IL","SANDOVAL",35,0.013 
"62883"," "," ","SCHELLER",157,0.259 
"62883","34500","Mount Vernon, IL","SCHELLER",450,0.741 
"62884"," "," ","SESSER",3083,1 
"62885"," "," ","SHOBONIER",837,1 
"62886"," "," ","SIMS",437,1 
"62887"," "," ","SPRINGERTON",231,0.675 
"62887","34500","Mount Vernon, IL","SPRINGERTON",111,0.325 
"62888"," "," ","TAMAROA",2163,1 
"62889","16460","Centralia, IL","TEXICO",161,0.171 
"62889","34500","Mount Vernon, IL","TEXICO",782,0.829 
"62890"," "," ","THOMPSONVILLE",1661,0.661 
"62890","25380","Harrisburg, IL Micropolitan Statistical","THOMPSONVILLE",118,0.047 
"62890","32060","Marion-Herrin, IL Micropolitan Statistic","THOMPSONVILLE",569,0.227 
"62890","34500","Mount Vernon, IL","THOMPSONVILLE",163,0.065 
"62891"," "," ","VALIER",565,1 
"62892"," "," ","VERNON",34,0.089 
"62892","16460","Centralia, IL","VERNON",347,0.911 
"62893","16460","Centralia, IL","WALNUT HILL",574,0.573 
"62893","34500","Mount Vernon, IL","WALNUT HILL",427,0.427 
"62894","34500","Mount Vernon, IL","WALTONVILLE",911,1 
"62895"," "," ","WAYNE CITY",2018,0.941 
"62895","34500","Mount Vernon, IL","WAYNE CITY",126,0.059 
"62896"," "," ","WEST FRANKFORT",11991,0.926 
"62896","32060","Marion-Herrin, IL Micropolitan Statistic","WEST FRANKFORT",958,0.074 
"62897"," "," ","WHITTINGTON",335,1 
"62898","34500","Mount Vernon, IL","WOODLAWN",1898,1 
"62899"," "," ","XENIA",1370,0.989 
"62899","16460","Centralia, IL","XENIA",15,0.011 
"628XX"," "," ","628XX",25,1 
"62901"," "," ","CARBONDALE",11,0 
"62901","16060","Carbondale-Marion, IL","CARBONDALE",28011,0.932 
"62901","32060","Marion-Herrin, IL Micropolitan Statistic","CARBONDALE",2047,0.068 
"62905"," "," ","ALTO PASS",563,0.869 
"62905","16060","Carbondale-Marion, IL","ALTO PASS",85,0.131 
"62906"," "," ","ANNA",7802,1 
"62907"," "," ","AVA",21,0.01 
"62907","16060","Carbondale-Marion, IL","AVA",2101,0.99 
"62908"," "," ","BELKNAP",299,0.584 
"62908","37140","Paducah, KY-IL","BELKNAP",213,0.416 
"62910"," "," ","NEW LIBERTY",244,0.09 
"62910","37140","Paducah, KY-IL","NEW LIBERTY",2481,0.91 
"62912"," "," ","BUNCOMBE",1056,1 
"62914","16020","Cape Girardeau, MO-IL","CAIRO",4044,1 
"62915","32060","Marion-Herrin, IL Micropolitan Statistic","CAMBRIA",189,1 
"62916"," "," ","CAMPBELL HILL",146,0.192 
"62916","16060","Carbondale-Marion, IL","CAMPBELL HILL",613,0.808 
"62917","25380","Harrisburg, IL Micropolitan Statistical","CARRIER MILLS",2550,0.966 
"62917","32060","Marion-Herrin, IL Micropolitan Statistic","CARRIER MILLS",89,0.034 
"62918","32060","Marion-Herrin, IL Micropolitan Statistic","CARTERVILLE",8632,1 
"62919"," "," ","CAVE IN ROCK",1140,1 
"62920"," "," ","COBDEN",3168,0.997 
"62920","16060","Carbondale-Marion, IL","COBDEN",9,0.003 
"62921","32060","Marion-Herrin, IL Micropolitan Statistic","COLP",353,1 
"62922"," "," ","CREAL SPRINGS",728,0.24 
"62922","32060","Marion-Herrin, IL Micropolitan Statistic","CREAL SPRINGS",2306,0.76 
"62923"," "," ","CYPRESS",517,1 
"62924","16060","Carbondale-Marion, IL","DE SOTO",2268,0.834 
"62924","32060","Marion-Herrin, IL Micropolitan Statistic","DE SOTO",453,0.166 
"62926"," "," ","DONGOLA",2356,1 
"62927","16060","Carbondale-Marion, IL","DOWELL",312,1 
"62928"," "," ","EDDYVILLE",258,1 
"62930"," "," ","ELDORADO",25,0.004 
"62930","25380","Harrisburg, IL Micropolitan Statistical","ELDORADO",6729,0.996 
"62931"," "," ","ELIZABETHTOWN",1630,1 
"62932","16060","Carbondale-Marion, IL","ELKVILLE",1715,1 
"62933","32060","Marion-Herrin, IL Micropolitan Statistic","ENERGY",1005,1 
"62934"," "," ","EQUALITY",941,0.787 
"62934","25380","Harrisburg, IL Micropolitan Statistical","EQUALITY",254,0.213 
"62935","25380","Harrisburg, IL Micropolitan Statistical","GALATIA",2008,0.977 
"62935","32060","Marion-Herrin, IL Micropolitan Statistic","GALATIA",14,0.007 
"62935","34500","Mount Vernon, IL","GALATIA",33,0.016 
"62938"," "," ","BROWNFIELD",3052,0.992 
"62938","37140","Paducah, KY-IL","BROWNFIELD",25,0.008 
"62939"," "," ","GOREVILLE",2786,0.962 
"62939","32060","Marion-Herrin, IL Micropolitan Statistic","GOREVILLE",110,0.038 
"62940","16060","Carbondale-Marion, IL","GORHAM",432,1 
"62941"," "," ","GRAND CHAIN",582,0.654 
"62941","37140","Paducah, KY-IL","GRAND CHAIN",308,0.346 
"62942","16060","Carbondale-Marion, IL","GRAND TOWER",742,1 
"62943"," "," ","GRANTSBURG",423,0.773 
"62943","37140","Paducah, KY-IL","GRANTSBURG",124,0.227 
"62946"," "," ","HARRISBURG",121,0.009 
"62946","25380","Harrisburg, IL Micropolitan Statistical","HARRISBURG",13983,0.991 
"62947"," "," ","HEROD",585,0.98 
"62947","25380","Harrisburg, IL Micropolitan Statistical","HEROD",12,0.02 
"62948","32060","Marion-Herrin, IL Micropolitan Statistic","HERRIN",11834,1 
"62949","32060","Marion-Herrin, IL Micropolitan Statistic","HURST",612,1 
"62950","16060","Carbondale-Marion, IL","JACOB",232,1 
"62951","32060","Marion-Herrin, IL Micropolitan Statistic","JOHNSTON CITY",5330,1 
"62952"," "," ","JONESBORO",3389,0.99 
"62952","16020","Cape Girardeau, MO-IL","JONESBORO",33,0.01 
"62953","37140","Paducah, KY-IL","JOPPA",427,1 
"62954"," "," ","JUNCTION",615,1 
"62956"," "," ","KARNAK",846,0.855 
"62956","37140","Paducah, KY-IL","KARNAK",143,0.145 
"62957"," "," ","MC CLURE",28,0.024 
"62957","16020","Cape Girardeau, MO-IL","MC CLURE",1146,0.976 
"62958"," "," ","MAKANDA",152,0.08 
"62958","16060","Carbondale-Marion, IL","MAKANDA",1527,0.8 
"62958","32060","Marion-Herrin, IL Micropolitan Statistic","MAKANDA",229,0.12 
"62959","32060","Marion-Herrin, IL Micropolitan Statistic","MARION",24807,1 
"62960"," "," ","METROPOLIS",13,0.001 
"62960","37140","Paducah, KY-IL","METROPOLIS",11440,0.999 
"62962","16020","Cape Girardeau, MO-IL","MILLER CITY",93,1 
"62963"," "," ","MOUND CITY",730,1 
"62964"," "," ","MOUNDS",1740,1 
"62966","16060","Carbondale-Marion, IL","MURPHYSBORO",20166,1 
"62967"," "," ","NEW BURNSIDE",353,1 
"62969","16020","Cape Girardeau, MO-IL","OLIVE BRANCH",879,1 
"62970"," "," ","OLMSTED",675,1 
"62972"," "," ","OZARK",408,1 
"62974","32060","Marion-Herrin, IL Micropolitan Statistic","PITTSBURG",1401,1 
"62975","16060","Carbondale-Marion, IL","POMONA",240,1 
"62976"," "," ","PULASKI",564,1 
"62977","25380","Harrisburg, IL Micropolitan Statistical","RALEIGH",595,1 
"62979"," "," ","RIDGWAY",1408,1 
"62982"," "," ","ROSICLARE",1423,1 
"62983"," "," ","ROYALTON",1453,1 
"62984"," "," ","SHAWNEETOWN",2147,1 
"62985"," "," ","ROBBS",953,1 
"62987"," "," ","STONEFORT",167,0.168 
"62987","25380","Harrisburg, IL Micropolitan Statistical","STONEFORT",472,0.473 
"62987","32060","Marion-Herrin, IL Micropolitan Statistic","STONEFORT",358,0.359 
"62988","16020","Cape Girardeau, MO-IL","TAMMS",2138,1 
"62990","16020","Cape Girardeau, MO-IL","GALE",1098,1 
"62991"," "," ","TUNNEL HILL",685,1 
"62992"," "," ","ULLIN",1121,0.986 
"62992","16020","Cape Girardeau, MO-IL","ULLIN",16,0.014 
"62993","16020","Cape Girardeau, MO-IL","UNITY",143,1 
"62994","16060","Carbondale-Marion, IL","VERGENNES",872,1 
"62995"," "," ","VIENNA",5953,1 
"62996"," "," ","VILLA RIDGE",759,1 
"62997"," "," ","WILLISVILLE",663,1 
"62998"," "," ","WOLF LAKE",491,1 
"62999"," "," ","ZEIGLER",1709,1 
"63005","41180","St. Louis, MO-IL","CHESTERFIELD",16674,1 
"63010","41180","St. Louis, MO-IL","ARNOLD",36885,1 
"63011","41180","St. Louis, MO-IL","MANCHESTER",38100,1 
"63012","41180","St. Louis, MO-IL","BARNHART",9367,1 
"63013","41180","St. Louis, MO-IL","BEAUFORT",1636,1 
"63014"," "," ","BERGER",64,0.076 
"63014","41180","St. Louis, MO-IL","BERGER",776,0.924 
"63015","41180","St. Louis, MO-IL","CATAWISSA",2201,1 
"63016","41180","St. Louis, MO-IL","CEDAR HILL",7829,1 
"63017","41180","St. Louis, MO-IL","TOWN AND COUNTRY",42716,1 
"63019","41180","St. Louis, MO-IL","CRYSTAL CITY",4095,1 
"63020","41180","St. Louis, MO-IL","DE SOTO",20238,1 
"63021","41180","St. Louis, MO-IL","BALLWIN",54560,1 
"63023","41180","St. Louis, MO-IL","DITTMER",5253,1 
"63025","41180","St. Louis, MO-IL","CRESCENT",11046,1 
"63026","41180","St. Louis, MO-IL","FENTON",41383,1 
"63028"," "," ","FESTUS",553,0.024 
"63028","41180","St. Louis, MO-IL","FESTUS",22668,0.976 
"63030","41180","St. Louis, MO-IL","FLETCHER",346,1 
"63031","41180","St. Louis, MO-IL","FLORISSANT",50013,1 
"63033","41180","St. Louis, MO-IL","FLORISSANT",45574,1 
"63034","41180","St. Louis, MO-IL","FLORISSANT",16803,1 
"63036"," "," ","FRENCH VILLAGE",184,0.191 
"63036","22100","Farmington, MO","FRENCH VILLAGE",777,0.809 
"63037","41180","St. Louis, MO-IL","GERALD",3184,1 
"63038","41180","St. Louis, MO-IL","GLENCOE",5066,1 
"63039","41180","St. Louis, MO-IL","GRAY SUMMIT",832,1 
"63040","41180","St. Louis, MO-IL","GROVER",8300,1 
"63041","41180","St. Louis, MO-IL","GRUBVILLE",310,1 
"63042","41180","St. Louis, MO-IL","HAZELWOOD",19162,1 
"63043","41180","St. Louis, MO-IL","MARYLAND HEIGHTS",22401,1 
"63044","41180","St. Louis, MO-IL","BRIDGETON",14623,1 
"63048","41180","St. Louis, MO-IL","HERCULANEUM",2407,1 
"63049","41180","St. Louis, MO-IL","HIGH RIDGE",13931,1 
"63050","41180","St. Louis, MO-IL","HILLSBORO",13206,1 
"63051","41180","St. Louis, MO-IL","HOUSE SPRINGS",13230,1 
"63052","41180","St. Louis, MO-IL","ANTONIA",19374,1 
"63055","41180","St. Louis, MO-IL","LABADIE",1767,1 
"63056","41180","St. Louis, MO-IL","LESLIE",2031,1 
"63060","41180","St. Louis, MO-IL","LONEDELL",2467,1 
"63061","41180","St. Louis, MO-IL","LUEBBERING",259,1 
"63068"," "," ","NEW HAVEN",131,0.029 
"63068","41180","St. Louis, MO-IL","NEW HAVEN",4371,0.971 
"63069","41180","St. Louis, MO-IL","PACIFIC",15145,1 
